headline,category,prediction
Beyoncé Shares Rare Glimpse Of All 3 Kids In Never-Before-Seen Photo,ENTERTAINMENT_MEDIA,3
Democrats' Reconciliation Package The 'Biggest Climate Action In Human History',POLITICS,0
Deputy Kills Unarmed Black Man After Alleged Shoplifting From Houston Dollar General,POLITICS,4
Chris Cuomo Returning To Cable News After CNN Ouster,ENTERTAINMENT_MEDIA,0
2 Cops Sentenced For Violating George Floyd's Rights,US_NEWS,4
GOP Sen. Joni Ernst Blocks Bill Protecting Right To Birth Control,POLITICS,0
Should I Take My Cat Out In This Heat?,HEALTH_WELLNESS,2
'Stranger Things' Star Joseph Quinn Detained By Customs Agent Demanding Season 5 Return,ENTERTAINMENT_MEDIA,3
Medical Students Walk Out On Ceremony Over Keynote Speaker Who Opposes Abortion Rights,US_NEWS,4
Rep. Marjorie Taylor Greene Is Eligible To Run For Reelection: Judge,POLITICS,0
Jackie Robinson Museum Opens After 14 Years Of Planning,SPORTS,2
"Steve Bannon Calls On '4,000 Shock Troops' To 'Deconstruct' The Government 'Brick By Brick'",POLITICS,0
"Paul Sorvino, ‘Goodfellas’ And ‘Law & Order’ Actor, Dies At 83",ENTERTAINMENT_MEDIA,4
Mira Sorvino Offers Sweet Tribute To Actor Dad Paul Sorvino,ENTERTAINMENT_MEDIA,3
"Paul Duncan, Former Notre Dame Star And NFL Player, Dead at 35",SPORTS,4
Political Ad Shows Doctor Asking Texas Gov. Greg Abbott If He'll Allow An Abortion,POLITICS,0
"NFL Rookie John Metchie III Diagnosed With Leukemia, Will 'Likely' Miss Season",SPORTS,3
"Armand Duplantis Breaks Pole Vault World Record, Reignites Comparison To Timothee Chalamet",ENTERTAINMENT_MEDIA,2
Muhammad Ali's 'Rumble In The Jungle' Belt Sells For $6.1M,SPORTS,2
"Biden Improves 'Significantly,' Throat Still Sore From COVID",POLITICS,1
Alex Jones' Sandy Hook Defamation Trial Is Set To Begin. Here's How It Got To This Point.,US_NEWS,4
Josh Hawley's Home State Newspaper Chides Him As 'Laughingstock',POLITICS,0
6-Year-Old Girl Among 3 Family Members Shot In Tent At Iowa State Park,US_NEWS,4
Kid Cudi Storms Offstage At Rolling Loud Before Surprise Kanye West Appearance,ENTERTAINMENT_MEDIA,3
Spirituality Has A New Face — And It’s Queer As Hell,VOICES,4
"New York Post, Wall Street Journal Editorial Boards Condemn Trump",US_NEWS,0
Kari Lake Walked Away From A Career In Journalism. Now She's Running For Governor By Bashing The Media.,POLITICS,0
Chelsea Handler On Ending Relationship With Jo Koy: 'I Have To Choose Myself',ENTERTAINMENT_MEDIA,3
23 Of The Funniest Tweets About Cats And Dogs This Week (July 16-22),ENTERTAINMENT_MEDIA,3
195 House Republicans Voted Against Birth Control Protections,POLITICS,0
Prince George Is All Smiles On The Sand In Adorable 9th Birthday Photo,ENTERTAINMENT_MEDIA,3
The Race To Replace Boris Johnson As Prime Minister Is Down To These 2 Candidates,WORLD_NEWS,2
"Herschel Walker Is A Messy Candidate, But The Georgia Senate Race Is Still A Toss-Up",POLITICS,0
Kate McKinnon Breaks Silence On Reason Behind 'SNL' Exit: 'My Body Was Tired',ENTERTAINMENT_MEDIA,3
Appeals Court Allows Georgia Abortion Law To Take Effect,POLITICS,4
Biden Takes Modest Executive Action After Climate Agenda Stalls In Congress,POLITICS,0
"Chronic Starvation Remains Threat To Florida Manatees, Officials Say",ENVIRONMENT,2
Twitter Lawyer Calls Elon Musk 'Committed Enemy' As Judge Sets October Trial,BUSINESS_FINANCE,0
$5K Reward For Suspect In Shooting Of Lady Gaga’s Dog Walker,US_NEWS,4
Chrissy Teigen Says She Feels 'Really Good' Celebrating 1 Year Sober,ENTERTAINMENT_MEDIA,3
"Secret Service Can't Recover Jan. 6 Texts, National Archives Wants Probe",POLITICS,4
Michael Baltimore Of '90 Day Fiancé' Added To Most Wanted List For Murder,US_NEWS,4
Jury Selection Begins In Trial Of Ex-Trump Adviser Steve Bannon,POLITICS,0
4 Killed After Gunman Opens Fire In Indiana Mall Food Court,POLITICS,4
'The Idol' Trailer Stars Lily-Rose Depp In 'Sleaziest Love Story' With The Weeknd,ENTERTAINMENT_MEDIA,3
Republicans Begin To Sour On Aid To Ukraine,POLITICS,0
Republican Senate Candidate Charged With Making False Child Trafficking Allegations,POLITICS,0
Former FDA Commissioner: U.S. Has Probably ‘Failed To Contain’ Monkeypox,POLITICS,1
Ohio Girl's Abortion Doctor Once Targeted In Vicious Kidnapping Threat: Report,POLITICS,4
Trump-Supporting GOP Congressman Faces Election Fraud Accusations,POLITICS,0
Senator Ted Cruz Says Supreme Court Was Wrong In Same-Sex Marriage Ruling,POLITICS,0
"Jak Knight, Stand-Up Comedian And 'Big Mouth' Writer And Actor, Dies At 28",ENTERTAINMENT_MEDIA,3
Gunman Opens Fire Inside Comedy Club Moments Before Craig Robinson Set,US_NEWS,4
School Board Member Says Black Principal's Activism 'Got Him Fired' From School,US_NEWS,4
Florida Official Tells Highway Trooper He Runs The County During Traffic Stop,US_NEWS,4
Celebrate Barbra Streisand's Milestone Year With This Epic Musical Tribute,ENTERTAINMENT_MEDIA,3
Woman Allegedly Posed As Nurse In Attempt To Steal Newborn Baby,US_NEWS,3
"Charles Barkley: 'If You're Gay Or Transgender, I Love You!'",SPORTS,3
Watchdog Says Secret Service Deleted Jan. 6 Text Messages,POLITICS,0
'Oh No': Dave Coulier Recalls Hearing Alanis Morissette's 'You Oughta Know' For First Time,ENTERTAINMENT_MEDIA,3
GOP No Longer Cares About The Deficit If It Means Women Having More Babies,POLITICS,0
John Fetterman Recruits Snooki To Take Some 'Jersey Shore' Shots At Dr. Oz,POLITICS,0
Rep. Marjorie Taylor Greene Says Rep. Alexandria Ocasio-Cortez Should Thank Her Sexual Harasser,POLITICS,0
Texas Sues Biden Administration For Right To Deny Life-Saving Abortions,POLITICS,0
'Kimmel' Host Anthony Anderson Turns One Of Trump's Favorite Words Against Him,ENTERTAINMENT_MEDIA,0
Uber Sued By Women Alleging Sexual Assault By Drivers,US_NEWS,4
Trump Tried To Call White House Support Staffer Who Was Talking To Jan. 6 Panel: Report,POLITICS,0
Biden Admin: Pharmacists Cannot Refuse Prescriptions Similar To Medication Abortion,POLITICS,0
Ancient Tomb Linked By Legend To King Arthur To Be Excavated For First Time,SCIENCE,2
"FBI Arrests Baltimore Police Officer For Allegedly Selling Ghost Gun, Drugs",CRIME,4
Punk Band Responds After Former Oath Keeper Wears Its Shirt At Jan. 6 Hearing,US_NEWS,3
Ex-Trump Adviser Peter Navarro Accuses Mike Pence Of Treason In Bonkers Rant,POLITICS,0
American Tourist Miraculously Survives Fall Into Mount Vesuvius,GOOD_WEIRD_NEWS,2
‘Galaxy Gazing Is The New Stargazing’: Cosmologists Awed By First Webb Image,SCIENCE,2
NASA Releases More Images From Powerful Webb Space Telescope,US_NEWS,2
The Snubs And Surprises Of The 2022 Emmy Nominations,ARTS_CULTURE,2
Mehmet Oz Mocked By Senate Foe John Fetterman With Sassy Plane Banner,POLITICS,0
Eddie Munson Of 'Stranger Things' Finally Gets Some Justice In Ultimate Tribute,ENTERTAINMENT_MEDIA,3
The Most Popular Movies On Netflix Right Now Besides 'Girl In The Picture',STYLE_BEAUTY_HOME,2
Orange Wine: Everything You Need To Know And Probably Didn't,FOOD_DRINK,2
Prince George Shows Off A Wide Variety Of Expressions At Wimbledon Debut,ENTERTAINMENT_MEDIA,3
‘Stranger Things’ Fans Who Call The Surfer Boy Pizza Number Will Get Gnarly Surprise,ENTERTAINMENT_MEDIA,2
Novak Djokovic Beats Nick Kyrgios For 7th Wimbledon Title,SPORTS,2
The Resurgence of American Girl Doll-Core,ARTS_CULTURE,3
At Least 15 Killed In South Africa Bar Shooting,WORLD_NEWS,4
"Steve Bannon Will Testify Before Jan. 6 Committee, Says Rep. Zoe Lofgren",POLITICS,0
"Sri Lanka President, Prime Minister To Resign Amid Civil Unrest",WORLD_NEWS,4
Trump Now Claims He Won Wisconsin Since State Court Has Restricted Ballot Drop Boxes,POLITICS,0
How A Crowded GOP Field Could Bolster A Trump 2024 Campaign,POLITICS,0
Police Swarm Steve Bannon's D.C. Home In Frightening 'Swatting' Attack: Report,POLITICS,4
Political Violence Is The New American Normal,POLITICS,4
NY Gun Applicants Will Soon Have Social Media Accounts Screened,POLITICS,4
Noah Schnapp Reveals Doja Cat's Been Thirsting After His 'Stranger Things' Co-Star,ENTERTAINMENT_MEDIA,3
The Problem With The AAP's New Breastfeeding Guidelines,PARENTING_FAMILY,2
Why You Feel Hungover After An Anxiety Or Panic Attack,HEALTH_WELLNESS,2
"How To Make A Dirty Shirley, The Unofficial Drink Of Summer",FOOD_DRINK,2
"Ohio Tornado Displaces Hundreds Of Families, Leaves Thousands Without Power",US_NEWS,4
"James Caan's Death Inspires Tribute Tweets From Friends, Admirers",ENTERTAINMENT_MEDIA,3
'The Godfather' Star James Caan Dead At 82,ENTERTAINMENT_MEDIA,3
Is It Safe To Swim Right After Eating? Experts Have (Mostly) Good News.,FOOD_DRINK,2
No One Gored In First Pamplona Running Of The Bulls In 3 Years,WORLD_NEWS,4
Elon Musk Reportedly Had Twins Last Year With One Of His Company Execs,US_NEWS,3
"Bradford Freeman, Last Survivor Of Famed 'Band Of Brothers' Army Unit, Dead At 97",US_NEWS,4
Rock Legend Carlos Santana Collapses On Stage,ENTERTAINMENT_MEDIA,4
Tucker Carlson Points Finger At Women And Weed For Latest Mass Shooting,POLITICS,0
John Oliver Reveals Super-Freaky Nightmare Turning Up At The Beach This Summer,ENTERTAINMENT_MEDIA,3
Britney Spears Shares Sun-Soaked Honeymoon Updates With Fans,ENTERTAINMENT_MEDIA,3
Jello Skin: The Latest TikTok Skin Care Trend And How To Achieve It,STYLE_BEAUTY_HOME,2
Patrick Lyoya’s Death Casts A Light On How Police Mishandle Traffic Stops,POLITICS,4
Rep. Lauren Boebert's Terrible Take On Denmark Shooting Slammed As 'Deadly' Stupid,POLITICS,0
"Pope Francis Condemns Abortions Again, Compares Them To 'Hiring A Hit Man'",US_NEWS,4
Abortion Clinic Staff Grapple With Trauma Following The End Of Roe v. Wade,US_NEWS,4
Adele Defends Decision To Postpone Las Vegas Residency Despite 'Brutal' Backlash,ENTERTAINMENT_MEDIA,3
Alleged Stalker Reportedly Threatened Taylor Swift At Her Building,ENTERTAINMENT_MEDIA,3
"There's 'Ample Probable Cause To Charge Trump,' Says Ex-Cop Wounded In Insurrection",POLITICS,0
"Crosby, Stills & Nash's Music Returns To Spotify After Joe Rogan Protest",ENTERTAINMENT_MEDIA,3
"Girl, 10, Reportedly Forced To Travel Out Of State For Abortion",POLITICS,4
"Supreme Court Shakes Nation To Core, Has No Plans To Ease Up",POLITICS,4
Uvalde School Police Chief Pete Arredondo Resigns From City Council,US_NEWS,4
2nd Tourist In 3 Days Gored By Bison At Yellowstone National Park,US_NEWS,4
Florida Pediatrician Axed From State Board For Pro-Vaccine Comments,POLITICS,1
Perfectly Preserved Fast-Food Restaurant Sparks New Interest After Viral Photo,GOOD_WEIRD_NEWS,2
What Is Compassion Fatigue? Here Are The Signs You're Experiencing It.,HEALTH_WELLNESS,2
The Funniest Tweets From Women This Week (June 25-July 1),WOMEN,3
The Funniest Tweets From Parents This Week (June 25-July 1),PARENTING_FAMILY,3
"'Tiger King' Star Charged With Animal Trafficking, Money Laundering",CRIME,3
‘Kimmel’ Host Chelsea Handler Names & Shames ‘Biggest MAGA Moron Ever Elected’,ENTERTAINMENT_MEDIA,0
"UK Royals’ Spending Up 17%, Mostly For Palace Overhaul Costs",WORLD_NEWS,2
Supreme Court Rules Biden Properly Ended Trump's 'Remain In Mexico' Policy,POLITICS,0
"Gabby Petito's Family Can Sue Brian Laundrie's Parents, Judge Rules",US_NEWS,4
Ex-Aide Releases Melania Trump's Revealing 1-Word Text Message From Jan. 6,POLITICS,0
Meghan Markle Weighs In On Supreme Court's Decision To Overturn Roe,US_NEWS,3
"Police Are Harassing Mom Who Pulled Kids From Uvalde School Shooting, Lawyer Says",US_NEWS,4
'Menudo: Forever Young' Looks At The Exploitative Nature Of Boy Bands,ARTS_CULTURE,3
MSNBC Names Rachel Maddow's Successor: Alex Wagner,ENTERTAINMENT_MEDIA,0
The GOP’s Anti-LGBTQ Hysteria Is Spreading To Family Drag Shows,POLITICS,0
Instagram And Facebook Remove Posts Offering Abortion Pills,TECH,4
"Former Nazi Guard, 101, Jailed In Germany For Aiding Murder",WORLD_NEWS,4
How '90s Teen Movies Reflected The Real-Life Homophobia Throughout The Decade,ARTS_CULTURE,3
"Mariah Carey Brings Big, Big Energy To Latto's 2022 BET Awards Performance",VOICES,3
"Diddy Honored With Lifetime Achievement, Star-Studded Tribute At 2022 BET Awards",VOICES,3
'Truth Hurts': Arizona's Republican AG Tells Hecklers To 'Shut The Hell Up',POLITICS,0
Ben Affleck's 10-Year-Old Son Drives Lamborghini Rental Into Parked Car,ENTERTAINMENT_MEDIA,3
Kendrick Lamar Closes Glastonbury Festival With Call For Women's Rights,ENTERTAINMENT_MEDIA,3
Green Day Frontman Says He's Renouncing Citizenship Over Roe: 'F**k America',ENTERTAINMENT_MEDIA,3
BET Awards 2022 Red Carpet: See The Best Looks From 'Culture's Biggest Night',VOICES,3
"The Netherlands, Facing Energy And Climate Crises, Bets On A Nuclear Revival",ENVIRONMENT,2
Man Killed By 11-Foot Alligator At South Carolina Pond,ENVIRONMENT,4
Canada Will Allow Americans To Cross The Border For Abortions: Trudeau,POLITICS,4
Bear Looking For Food Dies Inside Hot Car On Sweltering Day,ENVIRONMENT,4
20 Of The Funniest Tweets About Cats And Dogs This Week (June 18-24),ENTERTAINMENT_MEDIA,3
Olivia Rodrigo Brings Out Lily Allen For 'F**k You' Duet Aimed At Anti-Abortion Justices,ENTERTAINMENT_MEDIA,3
Truck Driver Rams Into Abortion Rights Demonstrators At Roe Rally In Iowa,POLITICS,4
Roe v. Wade: Supreme Court Overturns Landmark Ruling Protecting Abortion Rights,POLITICS,4
Deborah Birx Says Trump Officials Made Her Change COVID Data Sent To States,US_NEWS,0
"After Bashing 'Woke' Americans, Steve Bannon Hails A Trump-Backing 'Army Of The Awakened'",POLITICS,0
"Clarence Thomas: Supreme Court Could Now Restrict Marriage Equality, Contraception",POLITICS,0
Republicans Are Making It Clear They Want To Ban Abortion Nationwide,POLITICS,0
"New On Netflix July 2022: 'Persuasion,' 'Virgin River' And More",STYLE_BEAUTY_HOME,2
Rep. Marjorie Taylor Greene Tells Reporter To ‘Go Back To Your Country’,POLITICS,0
'Jeopardy!' Makes A Spelling Error And Fans Gleefully Pounce On It,ENTERTAINMENT_MEDIA,3
"Steve Bannon Blasts Murdoch, Saying His Media Empire Is Dumping Trump For DeSantis",POLITICS,0
Herschel Walker Says There Are 52 States,POLITICS,4
Woman Allegedly Being Held Hostage Gets Rescued Thanks To Grubhub Note,CRIME,2
NFL Seeks Arbitration For Flores' Racial Discrimination Suit,SPORTS,4
Kim Kardashian Reveals When She Decided To Introduce Pete Davidson To Her Kids,ENTERTAINMENT_MEDIA,3
7 Major Takeaways From The Jan. 6 Committee's Fourth Hearing,POLITICS,0
Jennifer Lopez Introduces Child Emme With They/Them Pronouns Before Sweet Duet,ENTERTAINMENT_MEDIA,3
Twitter Erupts With Opinions After Beyoncé Drops ‘Break My Soul’ After Drake’s New Album,ENTERTAINMENT_MEDIA,3
Ginni Thomas-Linked Group Spread Election Lies At Event 2 Months After Jan. 6 Riot,POLITICS,0
Rob Kardashian And Blac Chyna Settle Before Trial's Sequel,ENTERTAINMENT_MEDIA,3
Dave Chappelle Rejects His High School’s Offer To Name Theater After Him Amid Controversy,ENTERTAINMENT_MEDIA,3
Trump Continues Push To Shut Down Voting Methods 69% of Americans Use,POLITICS,0
7 Coffee Alternatives To Try If Caffeine Makes You Jittery,FOOD_DRINK,2
Ex-Watergate Prosecutor Says Georgia Probe Is The One That Could 'Send Trump To Jail',POLITICS,0
"When Thinking About Water Safety, Consider Your Kid's Swimsuit Color",PARENTING_FAMILY,2
Shiloh Jolie-Pitt Dances To Doja Cat In Viral Studio Clip,ENTERTAINMENT_MEDIA,3
Reports: Paul Haggis Detained In Italy In Sex Assault Case,ENTERTAINMENT_MEDIA,4
Troop Morale A Concern As NATO Chief Warns Ukraine War Could Last ‘Years’,WORLD_NEWS,4
So 'Happy': Pharrell Williams Pays Off Student Debt Of NAACP Youth Leaders,US_NEWS,3
"Uvalde, Texas, Police Didn't Attempt To Open Classroom Door: Report",US_NEWS,4
An Elite Christian College Has Become The Latest Battleground In America’s Culture Wars,POLITICS,0
CDC Recommends COVID-19 Shots For Children Under 5,US_NEWS,1
"Nerf Reveals Its New Mascot, And Its Monstrous Look Is Turning Heads",US_NEWS,2
Rants By Herschel Walker's Son On Absent Fathers Go Viral At Awkward Moment,POLITICS,3
Rep. Eric Swalwell Would Love To Give Trump Equal Time On Jan. 6 Probe — Under Oath,POLITICS,0
The Far-Right’s Assault On An Idaho Pride Event Was Meticulously Planned,POLITICS,0
The Funniest Tweets From Parents This Week (June 11-17),PARENTING_FAMILY,3
"Without Roe V. Wade, Pregnant Women May Face Arrest For All Kinds Of Behaviors",HEALTH_WELLNESS,4
Twitter Users Mock Peter Navarro's Desire To Postpone Trial Because Of Book Tour,POLITICS,0
"10 Foods You Should Never Cook On A Grill, According To Experts",FOOD_DRINK,2
The 20 Funniest Tweets From Women This Week (June 11-17),WOMEN,3
"Herschel Walker, After Disparaging Absent Dads, Now Says He Has 4 Kids",POLITICS,0
How To Treat Bug Bites The Way Dermatologists Do At Home,STYLE_BEAUTY_HOME,2
Seth Meyers Has A Field Day With Rudy Giuliani's 'Diet Pepsi' Claim,ENTERTAINMENT_MEDIA,0
Obama Marks DACA’s 10th Anniversary In Conversation With Dreamers,POLITICS,0
There Are Millions Of People Who Can't Just 'Move On' From COVID,HEALTH_WELLNESS,1
Ryan Gosling's Version Of Ken Is Giving Off Serious 'Earring Magic Ken' Vibes,ENTERTAINMENT_MEDIA,3
Ryan Gosling Gets Ken-ified In First Look At Bleach Blond 'Barbie' Transformation,ENTERTAINMENT_MEDIA,3
"After Defying Trump, GOP Rep. Tom Rice Loses Reelection In South Carolina",POLITICS,0
Lizzo Changes Lyric In New Song After Criticism Over Ableist Slur,ENTERTAINMENT_MEDIA,3
Tyler Perry Reveals Will Smith's State Of Mind Right After Oscars Slap,ENTERTAINMENT_MEDIA,3
Mehmet Oz Misspells Pennsylvania Address On Candidacy Form And Twitter Has Jokes,POLITICS,0
"Yellowstone Floods Wipe Out Roads, Bridges, Strand Visitors",ENVIRONMENT,4
'Jeopardy!' Contestant Makes Monumentally Bad Guess About Michael Caine,ENTERTAINMENT_MEDIA,3
Kentucky Shatters Its Fatal Overdose Record; Fentanyl Blamed,US_NEWS,4
The Races Where Democrats Are Rooting For Election Deniers,POLITICS,0
'Degrassi: The Next Generation' Moved The Needle On Abortion Nearly 20 Years Ago,ARTS_CULTURE,3
Jonathan Groff And Lea Michele Lead Epic 'Spring Awakening' Reunion At Tony Awards,ENTERTAINMENT_MEDIA,3
Michael Jackson's Kids Paris And Prince Pay Tribute To Dad At Tony Awards,ENTERTAINMENT_MEDIA,3
Mick Mulvaney Trashes Trump Staffers As 'Garbage' And Twitter Users Pounce,POLITICS,0
Easy Ways To Save Money When You Order An Iced Coffee,FOOD_DRINK,2
Kim Jong Un Rallies Behind North Korea's Weapons Buildup,US_NEWS,4
Google Engineer On Leave After He Claims AI Program Has Gone Sentient,TECH,3
31 Patriot Front Extremists Aiming To 'Riot' At Idaho Pride Event Arrested: Officials,POLITICS,4
Trump Reportedly Misusing Presidential Seal To Boost Business At 4th Golf Course,POLITICS,0
Lost 'Giant Dog' Rolls Up To Dollar General Store And Refuses To Leave,US_NEWS,2
"Ivanka Trump Backed Her Dad Even As She Knew He Lied, Ex-White House Aide Points Out",POLITICS,0
"Trump Trapped By 'Ego' In 2020; GOP Should Leave Him There, Slams New York Post",POLITICS,0
Jeff Bridges Shares Powerful Lessons From Cancer And COVID-19 Bouts,US_NEWS,1
25 Of The Funniest Tweets About Cats And Dogs This Week (June 4-10),ENTERTAINMENT_MEDIA,3
